,omid,openalex_id,type
8094,meta:br/06701579644,W3011672298 W2169065637,journal article
9352,meta:br/06802368762,W3012053174 W4231970564,book
2792,meta:br/06240686561,W3012130700 W2912629445,journal article
5506,meta:br/061101908443,W3012922043 W4243758300,journal article
4733,meta:br/06301854388,W3013054577 W4289022747,journal article
1960,meta:br/0610465007,W3013755548 W2138778836,journal article
7771,meta:br/06603053850,W3014081833 W4301716908,book
15691,meta:br/06102328304,W3014351359 W4250619116,book
10734,meta:br/061202032784,W3014439033 W4239472145,book
12199,meta:br/061402376282,W3014487076 W2081619385,journal article
5957,meta:br/06402636836,W3014677980 W4231875747,book
9347,meta:br/06802368764,W3014934632 W4249388703,book
10735,meta:br/061202032787,W3015011600 W3200324590,book
15650,meta:br/061802003085,W3015310197 W4285697579,book
5517,meta:br/0630886972,W3015598572 W2320197572,journal article
5808,meta:br/061102089814,W3015620584 W2073272526,journal article
2068,meta:br/062303284564,W3015632372 W2007433768,journal article
17115,meta:br/06202227305,W3015828282 W4205700738,book
1486,meta:br/0622049508,W3016186457 W2492577987,book
9832,meta:br/06901589892,W3016227908 W4288965177,book
12841,meta:br/061501738362,W3016733410 W4230865219,book
380,meta:br/062101729335,W3016832915 W3030172014,book
13177,meta:br/061502150478,W3018371548 W4286797073,book
6227,meta:br/064045494,W3018962910 W3022047477,book
10890,meta:br/06120342411,W3020880465 W1991802310,journal article
13653,meta:br/061601826405,W3020969684 W2003707264,journal article
4297,meta:br/0627015050,W3021015457 W1981310942,journal article
6518,meta:br/06501144402,W3021019962 W1971767715,journal article
14910,meta:br/0617048697,W3021073537 W1487340330,book
11977,meta:br/061401855272,W3021083161 W2066563586,journal article
13474,meta:br/061601225129,W3021107069 W2058121911,journal article
13649,meta:br/061601826418,W3021107731 W1985393248,journal article
13628,meta:br/061601805231,W3021130960 W1977898709,journal article
16474,meta:br/061902388295,W3021140348 W2784786969,journal article
6548,meta:br/06501283221,W3021152299 W2079527931,journal article
7120,meta:br/06601249814,W3021182281 W2061257737,journal article
10888,meta:br/06120342506,W3021191492 W2615323094,journal article
5565,meta:br/063601483,W3021205541 W4239503075,journal article
17335,meta:br/06203022167,W3021230114 W2078304059,journal article
17869,meta:br/0620818329,W3021234255 W1988250363,journal article
6098,meta:br/06403294159,W3021246793 W2001313541,journal article
17893,meta:br/0620846699,W3021266238 W2169713398,journal article
5925,meta:br/06402495352,W3021309441 W2016257836,journal article
12817,meta:br/061501679977,W3021343249 W1995656579,journal article
1236,meta:br/062203088174,W3021389405 W2002317051,journal article
12990,meta:br/061501874218,W3021454632 W1999829795,journal article
17880,meta:br/0620819060,W3021508574 W1990730269,journal article
393,meta:br/062101868191,W3021622994 W2008801232,journal article
15427,meta:br/061801214300,W3021625356 W2413909870,journal article
17336,meta:br/06203022086,W3021646769 W2023758445,journal article
1242,meta:br/062203088296,W3021750191 W2028452526,journal article
4095,meta:br/062602864093,W3021807414 W4289120646,journal article
1240,meta:br/062203088328,W3021831196 W1992256136,journal article
4280,meta:br/061101559238,W3021833636 W2152027440,journal article
9779,meta:br/0680917858,W3021926250 W4243952167,journal article
13473,meta:br/061601225059,W3021931827 W2012022768,journal article
17875,meta:br/0620819028,W3021932196 W1975277865,journal article
17882,meta:br/0620819041,W3021944978 W1992187030,journal article
13072,meta:br/061502083164,W3021984955 W2256209951,journal article
14371,meta:br/061701800409,W3022000978 W1988223604,journal article
11888,meta:br/061401495678,W3022019055 W2169427149,journal article
12730,meta:br/061501074671,W3022050109 W2062319039,journal article
1398,meta:br/0622049459,W3022050437 W4230211225,book
6117,meta:br/06403533048,W3022089967 W2002603539,journal article
6514,meta:br/06501127247,W3022156808 W2120678340,journal article
12856,meta:br/061501756676,W3022180706 W2001466384,journal article
13471,meta:br/061601225196,W3022205420 W2036119759,journal article
11895,meta:br/061401495448,W3022232347 W2394801308,journal article
15796,meta:br/061802590953,W3022234996 W2891242107,journal article
12819,meta:br/061501679921,W3022241402 W2034550953,journal article
16466,meta:br/061902388628,W3022269440 W2012161929,journal article
17878,meta:br/0620819006,W3022415282 W2083975099,journal article
13075,meta:br/061502083432,W3022438163 W2049141259,journal article
382,meta:br/062101748870,W3022449210 W2072861381,journal article
13661,meta:br/061601826073,W3022575081 W3021813141,journal article
8719,meta:br/06110353286,W3022608834 W1983206898,journal article
3660,meta:br/062601613841,W3022652389 W2075999696,journal article
17868,meta:br/0620818442,W3022675717 W1976878817,journal article
1568,meta:br/06220959753,W3022710732 W1976459987,journal article
4094,meta:br/062602864186,W3022755088 W2604406250,journal article
5923,meta:br/06402495445,W3022755395 W2046551356,journal article
15790,meta:br/06102386529,W3022815964 W1992565652,journal article
1560,meta:br/06220959717,W3022898625 W1974666675,journal article
17866,meta:br/0620818369,W3022909592 W2005684697,journal article
2576,meta:br/0610788218,W3022992104 W2616187220,journal article
11096,meta:br/061301112452,W3023028458 W2167991602,journal article
3348,meta:br/062502400664,W3023107510 W2006076041,journal article
6099,meta:br/06403294142,W3023137909 W2002032563,journal article
6427,meta:br/0640613171,W3023188730 W3021338819,journal article
13623,meta:br/061601760499,W3023191550 W2094242088,journal article
6093,meta:br/06403294157,W3023208299 W2071274184,journal article
16476,meta:br/061902388753,W3023250303 W2034829014,journal article
12855,meta:br/061501756541,W3023284458 W1964773073,journal article
16074,meta:br/0618053048,W3023295465 W1624693442,book
8725,meta:br/06110353265,W3023304512 W2102329931,journal article
4301,meta:br/0627015365,W3023329213 W2058931623,journal article
3571,meta:br/06250981598,W3023350612 W2058539016,journal article
7012,meta:br/061102720362,W3023400797 W2404497098,journal article
7080,meta:br/0652024968,W3023422329 W2089936216,journal article
16473,meta:br/061902388624,W3023439834 W2023109330,journal article
16470,meta:br/061902388768,W3023481264 W1996440370,journal article
4300,meta:br/0627015073,W3023535325 W2000372038,journal article
1235,meta:br/062203088172,W3023561075 W2006219075,journal article
11892,meta:br/061401495771,W3023588998 W1985894526,journal article
7057,meta:br/0650787698,W3023607356 W2135013952,journal article
6102,meta:br/06403294090,W3023633873 W1970743636,journal article
15845,meta:br/061803284358,W3023660054 W1603470882,journal article
15147,meta:br/06170832902,W3023674601 W3187907545,journal article
16157,meta:br/06102531127,W3023676506 W2056552476,journal article
1669,meta:br/062301252204,W3023693117 W2173374977,journal article
12187,meta:br/061402375866,W3023706846 W2075988037,journal article
4851,meta:br/06302319575,W3023722072 W2014557098,book
7029,meta:br/0650787697,W3023778682 W2037328866,journal article
12993,meta:br/061501874696,W3023784217 W2002850896,journal article
13466,meta:br/061601224788,W3023855823 W1969505713,journal article
13568,meta:br/061601591287,W3023876043 W2031486549,journal article
11097,meta:br/061301112025,W3023896822 W2064007196,journal article
8753,meta:br/06801517010,W3023965588 W2000689394,journal article
4460,meta:br/06301425426,W3023967219 W2078978566,journal article
9814,meta:br/06110725853,W3023983585 W2153983175,journal article
10506,meta:br/061201618766,W3023990882 W2050913669,journal article
7109,meta:br/06601137560,W3024356156 W2139339027,journal article
2484,meta:br/062402004188,W3024553808 W4250590671,journal article
11129,meta:br/061301373249,W3024652928 W4246627223,journal article
12842,meta:br/061501738357,W3024680030 W4246971308,book
13041,meta:br/061501926739,W3025421723 W4249853286,book
11730,meta:br/06130807396,W3026115784 W2074861915,journal article
6952,meta:br/065045573,W3026252481 W4285674278,book
11133,meta:br/061301393633,W3026265091 W2157592456,journal article
8103,meta:br/06701580034,W3026371642 W2124666742,journal article
16493,meta:br/061902605383,W3026403473 W4302322953,journal article
12775,meta:br/06101313334,W3026432073 W3161682374,journal article
13678,meta:br/061601851589,W3026507324 W213722893,journal article
13245,meta:br/061502402398,W3026746249 W1989694415,journal article
8100,meta:br/06701579775,W3027051579 W2122386434,journal article
4333,meta:br/06301074431,W3027149738 W2074431222,journal article
2340,meta:br/062401231783,W3027182874 W3027920727,journal article
8092,meta:br/06701579834,W3027315789 W2097274981,journal article
11998,meta:br/06101083068,W3027463732 W2000198960,journal article
14294,meta:br/061701294352,W3027520426 W4293183835,journal article
16814,meta:br/06190801519,W3027737778 W1997742386,journal article
7016,meta:br/061102720468,W3027824714 W2464794405,journal article
8157,meta:br/06701800648,W3027829873 W2006982507,journal article
16197,meta:br/061901070685,W3027968022 W1484914262,journal article
5799,meta:br/06401827015,W3028012216 W1625932823,journal article
14235,meta:br/06160872626,W3028015358 W2152976705,journal article
5588,meta:br/06401029872,W3028100437 W1999229233,journal article
4336,meta:br/06301075647,W3028106236 W1990686280,journal article
15725,meta:br/061802167562,W3028137897 W2410254290,journal article
12189,meta:br/061402375878,W3028236512 W1985924132,journal article
3310,meta:br/062502111322,W3028278250 W2605652703,book
13657,meta:br/061601826263,W3028294438 W3028109929,journal article
17441,meta:br/06203304897,W3028521329 W1973871534,journal article
12985,meta:br/061501874458,W3028532204 W2120361573,journal article
9474,meta:br/0611043258,W3028585759 W4285674284,book
17787,meta:br/062049865,W3028603796 W194793893,book
2441,meta:br/062401860874,W3029075573 W4205302308,book
1703,meta:br/06103860032,W3029161237 W4210826388,book
16100,meta:br/06180620736,W3029380334 W2127853627,journal article
3025,meta:br/0610969491,W303007505 W1488815979,journal article
14492,meta:br/061702693999,W3030081995 W2799566437,book
14423,meta:br/061702083201,W3030126420 W2608370122,book
13862,meta:br/061602143148,W3030323660 W4232670031,book
12849,meta:br/061501738351,W3030605350 W3017099049 W4236068249,book
17710,meta:br/062049814,W3031367049 W4251102233,book
12846,meta:br/061501738373,W3032381169 W3035239024,book
6975,meta:br/065045571,W3032394950 W4230004978,book
17287,meta:br/06202630120,W3032863615 W4236006090,book
10359,meta:br/069050136,W3032990613 W4234699508,book
1019,meta:br/062202050417,W3033258647 W1547219414,journal article
17729,meta:br/062049841,W3033910363 W2502271958,book
7897,meta:br/066068631,W3034491840 W2150514802,journal article
1363,meta:br/0622049511,W3034678630 W2484053689,book
15233,meta:br/061801009544,W3034942922 W4285051129,journal article
12852,meta:br/061501738366,W3035609702 W3030530184,book
16392,meta:br/061901726638,W3036061156 W2121250867,journal article
2527,meta:br/062402176170,W3036359514 W4298288589,journal article
8473,meta:br/067043707,W3036384007 W1978411719,book
12843,meta:br/061501738368,W3036761158 W4231183647,book
9002,meta:br/06110395949,W3036843447 W4296432285,journal article
17547,meta:br/062036269,W3038192950 W2475408828,book
6763,meta:br/06502782411,W3038630150 W4301504898,journal article
8479,meta:br/067043708,W3038842571 W4231049358,book
13364,meta:br/0615046060,W3039445850 W4286482815,book
16188,meta:br/061901070716,W3039586246 W2087587210,journal article
13606,meta:br/061601741930,W3040736669 W2110278489,journal article
4176,meta:br/0626050198,W3040791777 W2799147727,book
17759,meta:br/062049837,W3040885862 W2478801439,book
1021,meta:br/062202062555,W3041002483 W4206316427,book
898,meta:br/062201715902,W3041197853 W2527366242,journal article
12772,meta:br/06101313043,W3041729852 W1989172369,journal article
14344,meta:br/061701731418,W3042750865 W4300710191,journal article
374,meta:br/062101729364,W3043263920 W4253777259,book
12844,meta:br/061501738382,W3043328355 W4254352003,book
350,meta:br/062101717378,W3043479310 W3100886341,journal article
10895,meta:br/0612037774,W3043517782 W4253211888,book
372,meta:br/062101729365,W3044506655 W4251041259,book
2709,meta:br/0624047487,W3044906208 W4206605994,book
16857,meta:br/06201401995,W3045933180 W3041323797,journal article
10962,meta:br/06120758700,W3046248064 W2031863517,journal article
17223,meta:br/06202356826,W3046272137 W4205448204 W4252527779,book
2259,meta:br/0610618867,W3046729013 W4299579201,journal article
17276,meta:br/06202630123,W3046857621 W4242332647,book
14670,meta:br/0617044361,W3048009626 W4238035668,book
7210,meta:br/06602145724,W3048143998 W4241421776,book
6229,meta:br/064045682,W3048328538 W4238432491 W4255516679,book
8872,meta:br/06801610278,W3048442211 W4205845687,book
10090,meta:br/06901952434,W3049356221 W4213449189,book
17667,meta:br/062042476,W3049392065 W4206009218,book
15060,meta:br/06170776213,W3049617694 W1599847082,journal article
7750,meta:br/06602860586,W305295302 W1543723811,journal article
8731,meta:br/06801427144,W30551261 W1503413173,journal article
16959,meta:br/06201769580,W305536383 W1559194036,journal article
12290,meta:br/061402553998,W306061702 W1549043154,journal article
2887,meta:br/062501217971,W306216078 W1491624541,journal article
12984,meta:br/061501874055,W3070515784 W2059981881,journal article
3992,meta:br/062602630521,W307442239 W3126072504,book
5847,meta:br/06402219892,W307853384 W4300991862,journal article
11584,meta:br/061302579401,W308006466 W2412989718,journal article
4660,meta:br/06301812323,W3080113866 W2162868169,journal article
17668,meta:br/062042488,W3080500228 W4234520635,book
10342,meta:br/069050851,W3080612394 W4206202231,book
6223,meta:br/064045077,W3081937406 W4243092439 W4235338298,book
7477,meta:br/06602551476,W3082649893 W2413753628,journal article
6966,meta:br/065045652,W3083057517 W4230555656,book
6793,meta:br/06503246097,W3083126456 W2395860918,journal article
362,meta:br/062101729358,W3083486812 W2973420361,book
12653,meta:br/0614041525,W3083584962 W4301252762,book
14249,meta:br/061701071684,W3085441193 W2138235392,journal article
15865,meta:br/06102481175,W3087224401 W2095489784,journal article
7717,meta:br/06602860435,W308763261 W3178682488,journal article
5818,meta:br/06402143575,W3087942965 W1970063005,journal article
4222,meta:br/0626055183,W3088145691 W4245664153,book
13937,meta:br/06101746040,W3088744265 W2087272142,journal article
9720,meta:br/068042547,W3089264806 W4250198503,book
11330,meta:br/061302034722,W3089458799 W2885273364,journal article
11329,meta:br/061302034548,W3089517812 W1606115361,journal article
11327,meta:br/061302034525,W3089548418 W1970932693,journal article
11208,meta:br/061301719040,W3089575674 W3097417607,journal article
